Ref Number,Date/time received,Page Title,Page URL,Y/N,What's wrong,Details,Topic,Personal info (Y/N),Notes,Blank,Test - auto-topic generator
05/20-0811,Fri May 22 2020 14:00:52 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The answer I need is missing,,No details,,,,
05/20-0812,Fri May 22 2020 14:01:35 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,,No details,,,,
05/20-0813,Fri May 22 2020 14:09:25 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,CDC has different information,,,,,
05/20-0814,Fri May 22 2020 14:30:55 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,what medications can you use against CoVid-19 symptoms?,,,,,
05/20-0815,Fri May 22 2020 14:38:07 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,,No details,,,,
05/20-0816,Fri May 22 2020 14:53:22 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,,Is hives a symptom ?,,,,,
05/20-0817,Fri May 22 2020 14:55:27 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,I’m not in the right place,"Can I get Covid19 from somebody who had it, but has recovered?",,,,,
05/20-0818,Fri May 22 2020 15:13:08 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,,Voyager du Québec vers l'ile du prince Édouard. J'aimerais avoir les restrictions.,,,,,
05/20-0819,Fri May 22 2020 15:23:20 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,,Can virus live on door handles,,,,,
05/20-0820,Fri May 22 2020 15:37:21 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,,I was looking for a poster to put up on the Dr's Office door asking patients to arrive already (non-medical)masked.,,,,,
05/20-0821,Fri May 22 2020 15:53:26 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,Is it safe to swim at neighbors pool,,,,,
05/20-0822,Fri May 22 2020 15:54:57 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The information isn’t clear,Specific rules for self quarantine,,,,,
05/20-0823,Fri May 22 2020 16:02:48 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The information isn’t clear,,No details,,,,
05/20-0824,Fri May 22 2020 16:23:48 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,The answer I need is missing,L’endroit où je vais revenir travailler personne ne porte le masque et nous sommes un à côté des autres restaurant wendy’s à Châteauguay,,,,,
05/20-0825,Fri May 22 2020 16:35:31 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,,Testing sites,,,,,
05/20-0826,Fri May 22 2020 16:42:00 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,We are newcomers to Canada and we are looking for jobs but not getting .Is govt supporting such person during the time of coranavorud,,,,,
05/20-0827,Fri May 22 2020 16:45:02 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,"I am a non smoker, but I can smell smoke in my apartment, but cant find how its getting in. Since it comes from someones mouth and lungs, should I be worried???",,,,,
05/20-0828,Fri May 22 2020 16:50:45 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,pain on respiration in rt. upper chest anteriior to posterior,,,,,
05/20-0829,Fri May 22 2020 16:56:58 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,Whether wearing of gloves is recommended when one must handle items from various households - eg like pick up and delivery.,,,,,
05/20-0830,Fri May 22 2020 16:57:33 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,The answer I need is missing,le test du corona virus est gratuit ou non ? le malade doit payer pour faire le test ou non au canada,,,,,
05/20-0831,Fri May 22 2020 17:06:29 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,"Website refers to few and severe symptoms however, today's CDC's tv update by Dr Njoo referred to more and specific milder symptoms. Why aren't these on your site?",,,,,
05/20-0832,Fri May 22 2020 17:07:36 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,,je cherche e numéro de téléphone pour savoir à quel endroit faut-il aller se faire tester et dépister la COVVID-19,,,,,
05/20-0833,Fri May 22 2020 17:09:34 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,Is it safe to have my air conditioning on i live in a condo building,,,,,
05/20-0834,Fri May 22 2020 17:11:03 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,What about swimming in pools? Is this a problem for spreading covid?,,,,,
05/20-0835,Fri May 22 2020 17:20:02 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,Masks in hair salons. Both for stylist and customer. What are the mandated work safety requirements for salons and non-mandated?,,,,,
05/20-0836,Fri May 22 2020 17:31:35 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,The answer I need is missing,,No details,,,,
05/20-0837,Fri May 22 2020 18:02:01 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,Other reason,Qu'est-ce qui fait que la personne en meurt?,,,,,
05/20-0838,Fri May 22 2020 18:06:16 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,Does the whole family isolate and not leave the house if one person in the household gets covid?,,,,,
05/20-0839,Fri May 22 2020 18:21:49 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The information isn’t clear,,No details,,,,
05/20-0840,Fri May 22 2020 18:25:15 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,Handling cash,,,,,
05/20-0841,Fri May 22 2020 18:27:38 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,,Handling cash,,,,,
05/20-0842,Fri May 22 2020 18:37:27 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,,We need Guidelines for salons,,,,,
05/20-0843,Fri May 22 2020 19:31:31 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,Visiting friends and sharing drinks e.g. tea.,,,,,
05/20-0844,Fri May 22 2020 19:47:01 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,I’m not in the right place,,,,,,
05/20-0845,Fri May 22 2020 19:54:54 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,The answer I need is missing,Vrai ou Faux: Le gouv. a avisé les résidences privées de ne plus faire le ménage chez les résidents qui étaient capable de le faire. Je,,,,,
05/20-0846,Fri May 22 2020 20:03:05 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,,Can I go a visit a friend as long as we stay 6 feet apart,,,,,
05/20-0847,Fri May 22 2020 20:04:50 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,How do you define close contact,,,,,
05/20-0848,Fri May 22 2020 20:13:47 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,How long can the virus survive on cardboard,,,,,
05/20-0849,Fri May 22 2020 20:14:16 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,,"I’m looking for a list of situations that make a person vulnerable or at high risk for a critical case of COVID-19 . I’m wondering about things like asthma, obesity, heart problems, history of cancer... is there a place where I can find this ?",,,,,
05/20-0850,Fri May 22 2020 20:17:34 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The answer I need is missing,quand peux t-on se considérer guéris du coronavirus,,,,,
05/20-0851,Fri May 22 2020 21:03:49 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,,,,,,,
05/20-0852,Fri May 22 2020 21:03:47 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,Other reason,How long does the virus live air born?,,,,,
05/20-0853,Fri May 22 2020 21:13:41 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,The answer I need is missing,,No details,,,,
05/20-0854,Fri May 22 2020 21:28:54 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,,Can I carry my grand daughter in my car from her home yo mine?,,,,,
05/20-0855,Fri May 22 2020 21:40:20 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,,70ansetplus,,,,,
05/20-0856,Fri May 22 2020 21:43:20 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,,Allowed person in home gathering,,,,,
05/20-0857,Fri May 22 2020 21:44:12 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,Other reason,Consignes70ansetplus,,,,,
05/20-0858,Fri May 22 2020 22:04:45 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,Something is broken or incorrect,Under the virtual assistant is a break as it does not bring up any information of what was enquire. I also saw on web md that said if you acquire corona virus you could also have pink eye as a symptom. However I never saw any connection on the Canadá sight relating Corona virus to pink eye.,,,,,
05/20-0859,Fri May 22 2020 22:09:29 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,,No details,,,,
05/20-0860,Fri May 22 2020 22:36:56 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,The information isn’t clear,Si je passe d’une région de Québec à une autre dois-je me placer en quarantaine ?,,,,,
05/20-0861,Fri May 22 2020 22:53:04 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,,Can I get my covid test results online?,,,,,
05/20-0862,Fri May 22 2020 23:07:02 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The answer I need is missing,"Je suis un montréalais, et je veux aller visiter banff en alberta le 30 juin. Est ce qui seras possible de prendre l’avion de Montréal à calgary pour des vacances ?",,,,,
05/20-0863,Fri May 22 2020 23:23:24 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,How do i apply for the $4.00 an hour wage increase.,,,,,
05/20-0864,Fri May 22 2020 23:42:57 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,,Je demeure dans un bloc à Trois-Rivières il y a un homme qui a vu la covid 19 il est sorti de l'hôpital il ne garde pas la quarantaine il s'assit dans les balançoires on est un bloc au moins 130 personnes la moyenne d'âge est de 70 ans quelques-uns dans la soixantaine j'ai peur pour ma santé,,,,,
05/20-0865,Fri May 22 2020 23:46:23 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,"Does using a hand held steamer kill covid 19 on surfaces (like plastic toys, wood blocks, cloth).",,,,,
05/20-0866,Fri May 22 2020 23:58:52 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,,Pcu,,,,,
05/20-0867,Sat May 23 2020 00:31:55 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,The answer I need is missing,,,,,,
05/20-0868,Sat May 23 2020 00:47:55 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The answer I need is missing,combien de temps avant les symptomes que la personne est contagieuse,,,,,
05/20-0869,Sat May 23 2020 00:51:31 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,I am looking in to what restrictions / limitations exist between cross borders (i.e. Travel inter province),,,,,
05/20-0870,Sat May 23 2020 00:54:16 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,,test results time,,,,,
05/20-0871,Sat May 23 2020 00:55:37 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,I looked at different articles and none explain how are patients with mild symptoms (at the early stages of covid-19) treated so they do not become worse and do not have to go to the hospital.,,,,,
05/20-0872,Sat May 23 2020 01:12:48 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,Other reason,Moi je suis un camionneur et mon co driver il peut être infecter il attend sa réponse de sont test main moi je devrait faire un test pour moi,,,,,
05/20-0873,Sat May 23 2020 01:35:32 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,How many mild cases overall,,,,,
05/20-0874,Sat May 23 2020 01:36:59 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The information isn’t clear,,,,,,
05/20-0875,Sat May 23 2020 01:47:14 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The information isn’t clear,,,,,,
05/20-0876,Sat May 23 2020 03:05:54 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,,nombre de décès au Québec par jour,,,,,
05/20-0877,Sat May 23 2020 04:18:58 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,The answer I need is missing,"Bsr, je suis une nouvelle travailleuse dans une ecole come surveillante ,j, ai travaller seulement 4semaine,je ne pas de revenue que dois - je faire?",,,,,
05/20-0878,Sat May 23 2020 05:32:08 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The information isn’t clear,,,,,,
05/20-0879,Sat May 23 2020 08:18:23 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,Something is broken or incorrect,,,,,,
05/20-0880,Sat May 23 2020 10:51:28 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The information isn’t clear,,,,,,
05/20-0881,Sat May 23 2020 11:01:09 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,I’m looking for new symptoms that are in the media,,,,,
05/20-0882,Sat May 23 2020 11:12:38 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The information isn’t clear,I was wondering if there is an effective treatment for this virus. The websirensays contact a medical professional.,,,,,
05/20-0883,Sat May 23 2020 11:33:13 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,Est-ce que les nausées chez un adolescent peut-être relié à la covid?,,,,,
05/20-0884,Sat May 23 2020 11:51:49 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,,If anybody got positive result do they need to be reswab again before coming back to work?,,,,,
05/20-0885,Sat May 23 2020 12:05:58 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,,"I had 2 heart operations and Highpertension and my son has Type 1 Diabetes Millitus, I am recently receiving CERB but, my company wants me to report to work and they don't do scanning, just wearing mask and sanitizing hands, is it okay for me to go back?",,,,,
05/20-0886,Sat May 23 2020 12:10:29 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,,Numéro de téléphone pour avoir le test a quebec,,,,,
05/20-0887,Sat May 23 2020 12:15:39 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,The information isn’t clear,Où appeler pour se faire tester pour covid 19 à quebec merci,,,,,
05/20-0888,Sat May 23 2020 12:42:20 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,,Regulations regarding moving around from eastern townships to chambly que,,,,,
05/20-0889,Sat May 23 2020 13:06:52 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,"What are the risks when visiting a take out restaurant/drive thru, e.g. getting a take out coffee at McDonald's or Tim Horton's. Thank You.",,,,,
05/20-0890,Sat May 23 2020 13:18:21 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The answer I need is missing,quand n'est on plus contagieux suite au diagnostic de covid-19,,,,,
05/20-0891,Sat May 23 2020 13:20:05 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,,Help for seniors,,,,,
05/20-0892,Sat May 23 2020 13:22:30 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,Can I get infected through my car's air conditioning system?,,,,,
05/20-0893,Sat May 23 2020 13:23:46 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The information isn’t clear,Is just having Diarrhea a symptom,,,,,
05/20-0894,Sat May 23 2020 13:44:54 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,,hand washing and wearing mask,,,,,
05/20-0895,Sat May 23 2020 13:46:43 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,,"I do prefer it in french. my english is poor, thank you. georges moukhtar",,,,,
05/20-0896,Sat May 23 2020 14:25:08 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,,Severe chill,,,,,
05/20-0897,Sat May 23 2020 14:30:18 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,,Les heures d ouverture durant le covid 19,,,,,
05/20-0898,Sat May 23 2020 14:32:02 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,The answer I need is missing,"Comment se traiter quand on a le Covid. Comment la maladie se développe est-ce que si je me sens bien mieux aujourd'hui me donne de l'espoir mais que demain je peux être mourant ? On donne partout les chiffres des décès, comment se protéger mais pas beaucoup d'espoir de guérison.",,,,,
05/20-0899,Sat May 23 2020 14:42:52 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,,Les chiens sont ils porteurs du covid?,,,,,
05/20-0900,Sat May 23 2020 14:54:20 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,Is it okay to go kayaking ob toronto rivers,,,,,
05/20-0901,Sat May 23 2020 15:36:13 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,,,,,,
05/20-0902,Sat May 23 2020 15:39:59 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,Something is broken or incorrect,List only three symptoms of covid? Really?,,,,,
05/20-0903,Sat May 23 2020 15:54:56 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,,How to find out if you’ve had the virus,,,,,
